Dozentennummer;ProsopID;Institution;Fakultaet;Vollname;Nachname;Vorname;Typ;Beschreibung;Von;Bis;Geburt;Tod;Verwandt
356;3.2.3;Universität;jurist.;Snell Ludwig;Snell;Ludwig;ausbildung;Theologisches Examen Giessen;;;;;Bruder von oP W. Snell ( 3. 1. 6 )
356;3.2.3;Universität;jurist.;Snell Ludwig;Snell;Ludwig;taetigkeit_vor_Eintritt;bis;;;;;Bruder von oP W. Snell ( 3. 1. 6 )
356;3.2.3;Universität;jurist.;Snell Ludwig;Snell;Ludwig;taetigkeit_vor_Eintritt;Gymnasialdirektor Wetzlar;1821-01-01;;;;Bruder von oP W. Snell ( 3. 1. 6 )
356;3.2.3;Universität;jurist.;Snell Ludwig;Snell;Ludwig;taetigkeit_vor_Eintritt;Politischer Emigrant aus Deutschland;;;;;Bruder von oP W. Snell ( 3. 1. 6 )
356;3.2.3;Universität;jurist.;Snell Ludwig;Snell;Ludwig;taetigkeit_vor_Eintritt;PD Basel;1827-01-01;;;;Bruder von oP W. Snell ( 3. 1. 6 )
356;3.2.3;Universität;jurist.;Snell Ludwig;Snell;Ludwig;taetigkeit_vor_Eintritt;aoP Zürich;1831-01-01;;;;Bruder von oP W. Snell ( 3. 1. 6 )
356;3.2.3;Universität;jurist.;Snell Ludwig;Snell;Ludwig;lehrtaetigkeit_unibe;aoP Staatswissenschaften;1834-01-01;;;;Bruder von oP W. Snell ( 3. 1. 6 )
356;3.2.3;Universität;jurist.;Snell Ludwig;Snell;Ludwig;austritt_unibe;Demission aus politischen Gründen;1836-01-01;;;;Bruder von oP W. Snell ( 3. 1. 6 )
111;3.1.6;Akademie;jurist.;Snell Wilhelm;Snell;Wilhelm;geburt;geboren;1789-01-01;;1789-01-01;;
111;3.1.6;Akademie;jurist.;Snell Wilhelm;Snell;Wilhelm;tod;gestorben;1851-01-01;;;1851-01-01;
111;3.1.6;Akademie;jurist.;Snell Wilhelm;Snell;Wilhelm;lehrtaetigkeit_unibe;Prof. Römisches Recht und Strafrecht s. Nr. 3. 1. 6 Universität;1833-01-01;1845-01-01;;;
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;geburt;geboren;1789-04-08;;1789-04-08;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;tod;gestorben;1851-05-08;;;1851-05-08;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;ausbildung;Gymnasium Idstein;;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;ausbildung;Studium in Giessen;;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;ausbildung;Schüler von Grolmann ( Giessen );;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;taetigkeit_vor_Eintritt;Professor Dorpat;1819-01-01;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;taetigkeit_vor_Eintritt;Professor Basel ( als politischer Emigrant aus Deutschland );1821-01-01;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;taetigkeit_vor_Eintritt;Professor Zürich;1833-01-01;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;lehrtaetigkeit_unibe;oP Bern ( Akademie ) Römisches Recht und Strafrecht;1833-01-01;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;lehrtaetigkeit_unibe;oP Römisches Recht und Kriminalrecht;1834-01-01;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;lehrtaetigkeit_unibe;oP Naturrecht französisches Zivilrecht und bernischer Zivilprozess;1849-01-01;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;akad_aemter_unibe;Dekan;1836-01-01;1838-01-01;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;akad_aemter_unibe;erster Rektor der Berner Hochschule;1834-01-01;1835-01-01;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;austritt_unibe;Entlassung ( politische und moralische Gründe );1845-01-01;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
265;3.1.6;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;austritt_unibe;Ruhestand;1851-01-01;;;;Bruder von aoP Ludwig Snell ( 3. 2. 3 )
272;3.1.13;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;geburt;geboren;;;;;
272;3.1.13;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;tod;gestorben;;;;;
272;3.1.13;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;lehrtaetigkeit_unibe;oP Naturrecht;1849-01-01;1851-01-01;;;
272;3.1.13;Universität;jurist.;Snell Wilhelm;Snell;Wilhelm;lehrtaetigkeit_unibe;französisches Zivilrecht und bernischer Zivilprozess s. Nr. 3. 1. 6 oP r. + ww.;;;;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;geburt;geboren;1865-06-08;;1865-06-08;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;tod;gestorben;;;;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;ausbildung;Studium in Leipzig und Berlin;;;;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;ausbildung;Dr. med. Berlin;1890-01-01;;;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;taetigkeit_vor_Eintritt;PD Halle;1897-01-01;;;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;taetigkeit_vor_Eintritt;Titularprofessor Halle Professor und Direktor der bakteriologischen Abteilung des städtischen Medizinalamtes Berlin;1902-01-01;;;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;lehrtaetigkeit_unibe;oP Hygiene und Bakteriologie Hygiene und Mikrobiologie Immunitätslehre;1918-01-01;;;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;akad_aemter_unibe;Dekan;1921-01-01;1923-01-01;;;
546;4.1.56;Universität;med.;Sobernheim Georg;Sobernheim;Georg;austritt_unibe;Ruhestand;1936-01-01;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;geburt;geboren;1926-05-24;;1926-05-24;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;tod;gestorben;;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;ausbildung;Gymnasium Chur;;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;ausbildung;Studium in Zürich ( ETH );;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;ausbildung;postgraduate in Paris und Kopenhagen;;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;ausbildung;Staatsexamen Zürich ( ETH );1952-01-01;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;ausbildung;Dr. sc. nat. Zürich ( ETH );1954-01-01;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;taetigkeit_vor_Eintritt;PD Zürich ( ETH );1963-01-01;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;taetigkeit_vor_Eintritt;Titularprofessor Zürich ( ETH ) Wissenschaftlicher Mitarbeiter Hoffmann-La Roche;1974-01-01;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;taetigkeit_vor_Eintritt;Basel;;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;lehrtaetigkeit_unibe;oP Galenische Pharmazie;1975-01-01;;;;
637;4.1.147;Universität;med.;Soliva Marcel;Soliva;Marcel;austritt_unibe;-;;;;;
1000;4.4.178;Universität;med.;Spengler Georg A.;Spengler;Georg A.;geburt;geboren;1928-10-15;;1928-10-15;;
1000;4.4.178;Universität;med.;Spengler Georg A.;Spengler;Georg A.;tod;gestorben;;;;;
1000;4.4.178;Universität;med.;Spengler Georg A.;Spengler;Georg A.;ausbildung;Studium in Bern und München;;;;;
1000;4.4.178;Universität;med.;Spengler Georg A.;Spengler;Georg A.;ausbildung;Dr. med. Bern;1954-01-01;;;;
1000;4.4.178;Universität;med.;Spengler Georg A.;Spengler;Georg A.;taetigkeit_vor_Eintritt;Oberarzt Bern;;;;;
1000;4.4.178;Universität;med.;Spengler Georg A.;Spengler;Georg A.;lehrtaetigkeit_unibe;PD Innere Medizin speziell klinische Immunologie;1977-01-01;;;;
1000;4.4.178;Universität;med.;Spengler Georg A.;Spengler;Georg A.;austritt_unibe;-;;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;geburt;geboren;1932-08-20;;1932-08-20;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;tod;gestorben;;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;ausbildung;Gymnasium Zürich;;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;ausbildung;Studium in Zürich;;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;ausbildung;Staatsexamen Zürich;1957-01-01;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;ausbildung;Dr. med. Zürich;1961-01-01;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;taetigkeit_vor_Eintritt;Arzt in Zürich Winterthur und Rheinau;;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;taetigkeit_vor_Eintritt;Spezialarzt in Zürich;;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;lehrtaetigkeit_unibe;PD Neurologie;1971-01-01;;;;
968;4.4.146;Universität;med.;Spiess Hans;Spiess;Hans;austritt_unibe;-;;;;;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;geburt;geboren;1924-04-07;;1924-04-07;;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;tod;gestorben;1973-11-18;;;1973-11-18;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;ausbildung;Studium in Zürich Basel und Tübingen;;;;;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;ausbildung;Dr. med. et phil. Tübingen;;;;;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;taetigkeit_vor_Eintritt;Assistent Bern;1951-01-01;;;;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;lehrtaetigkeit_unibe;PD Psychiatrie;1955-01-01;;;;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;lehrtaetigkeit_unibe;aoP;1964-01-01;;;;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;lehrtaetigkeit_unibe;oP;1970-01-01;;;;
615;4.1.125;Universität;med.;Spoerri Theodor;Spoerri;Theodor;austritt_unibe;Tod;1973-01-01;;;;
1290;6.3.1;Universität;phil.-hist.;Sprenger Aloys;Sprenger;Aloys;geburt;geboren;1813-01-01;;1813-01-01;;
1290;6.3.1;Universität;phil.-hist.;Sprenger Aloys;Sprenger;Aloys;tod;gestorben;1893-01-01;;;1893-01-01;
1290;6.3.1;Universität;phil.-hist.;Sprenger Aloys;Sprenger;Aloys;ausbildung;Studium in Wien Dr. med. Wien;;;;;
1290;6.3.1;Universität;phil.-hist.;Sprenger Aloys;Sprenger;Aloys;taetigkeit_vor_Eintritt;Regierungsdolmetscher und Sekretär der Asiatischen Gesellschaft in Calcutta bis;;;;;
1290;6.3.1;Universität;phil.-hist.;Sprenger Aloys;Sprenger;Aloys;taetigkeit_vor_Eintritt;;1854-01-01;;;;
1290;6.3.1;Universität;phil.-hist.;Sprenger Aloys;Sprenger;Aloys;lehrtaetigkeit_unibe;HonP Orientalische Sprache und Literatur;1858-01-01;;;;
1290;6.3.1;Universität;phil.-hist.;Sprenger Aloys;Sprenger;Aloys;austritt_unibe;Ruf nach Heidelberg;1881-01-01;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;geburt;geboren;1912-04-03;;1912-04-03;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;tod;gestorben;;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;ausbildung;Gymnasium Luzern;;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;ausbildung;Studium in München Lausanne Kiel Köln Paris und Wien;;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;ausbildung;Dr. phil. Köln;1949-01-01;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;ausbildung;Schüler von A. Kutscher ( München );;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;taetigkeit_vor_Eintritt;Assistent Köln;1937-01-01;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;taetigkeit_vor_Eintritt;Konservator der Schweizerischen Theatersammlung Bern;1946-01-01;1977-01-01;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;lehrtaetigkeit_unibe;Lehrauftrag Theaterwissenschaft;1948-01-01;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;lehrtaetigkeit_unibe;HonP;1971-01-01;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;austritt_unibe;Ruhestand;1982-01-01;;;;
1313;6.3.24;Universität;phil.-hist.;Stadler Edmund Clemente;Stadler;Edmund Clemente;taetigkeit_nach_austritt;Lehrbeauftragter Zürich ( Universität );1948-01-01;;;;
145;6.4.5;Akademie;phil.-hist.;Stähele Andreas;Stähele;Andreas;geburt;geboren;;;;;
145;6.4.5;Akademie;phil.-hist.;Stähele Andreas;Stähele;Andreas;tod;gestorben;;;;;
145;6.4.5;Akademie;phil.-hist.;Stähele Andreas;Stähele;Andreas;lehrtaetigkeit_unibe;PD Geschichte;1819-01-01;1820-01-01;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;geburt;geboren;1925-05-27;;1925-05-27;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;tod;gestorben;;;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;ausbildung;Lehrerseminar in Bern;;;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;ausbildung;Studium in Bern und Paris;;;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;ausbildung;Dr. phil. Bern;1963-01-01;;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;ausbildung;Schüler von Huttenlocher und Niggli ( Bern );;;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;taetigkeit_vor_Eintritt;Wissenschaftlicher Konservator Naturhistorisches Museum Bern;;;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;lehrtaetigkeit_unibe;PD Mineralogie;1972-01-01;;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;lehrtaetigkeit_unibe;HonP;1976-01-01;;;;
1609;7.3.26;Universität;phil.-nat.;Stalder Hans Anton;Stalder;Hans Anton;austritt_unibe;-;;;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;geburt;geboren;1912-07-24;;1912-07-24;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;tod;gestorben;;;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;ausbildung;Gymnasium Basel Studium in Bern;;;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;ausbildung;Dr. theol. Bern;1959-01-01;;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;taetigkeit_vor_Eintritt;Pfarrer in Grenchen SO und Bern;;;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;lehrtaetigkeit_unibe;aoP Neutestamentliche Wissenschaft;1960-01-01;;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;lehrtaetigkeit_unibe;Homiletik und Katechetik;;;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;lehrtaetigkeit_unibe;oP;1962-01-01;;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;akad_aemter_unibe;Dekan;1964-01-01;1966-01-01;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;akad_aemter_unibe;Dekan;1971-01-01;1976-01-01;;;
258;2.1.16;Universität;christkath.-theol.;Stalder Kurt;Stalder;Kurt;austritt_unibe;Ruhestand;1982-01-01;;;;
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;geburt;geboren;1910-09-11;;1910-09-11;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;tod;gestorben;;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;ausbildung;Gymnasium Basel;;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;ausbildung;Studium in Basel Neuenburg Marburg und Leipzig;;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;ausbildung;Dr. phil. Leipzig;1939-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;ausbildung;Dr. theol. Basel;1940-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;ausbildung;Schüler von W. Baumgartner ( Basel ) und B. Landsberger ( Leipzig );;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;taetigkeit_vor_Eintritt;Lektor Basel;1941-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;taetigkeit_vor_Eintritt;PD Basel;1942-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;lehrtaetigkeit_unibe;aoP Alttestamentliche Wissenschaft und Religionsgeschichte;1949-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;lehrtaetigkeit_unibe;oP Alttestamentliche Wissenschaft und altorientalische Sprachen;1950-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;lehrtaetigkeit_unibe;Lehrauftrag ( phil. - hist. ) altorientalische Sprachen;1960-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;akad_aemter_unibe;Dekan;1952-01-01;1954-01-01;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;akad_aemter_unibe;Dekan;1958-01-01;1960-01-01;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;austritt_unibe;Ruhestand ( ev. - theol. Fak. );1976-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;taetigkeit_nach_austritt;Wirkt weiter als Lehrbeauftragter an der phil. - hist. Fak. der Universität Bern bis;;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
187;1.1.35;Universität;evang.-theol.;Stamm Johann Jakob;Stamm;Johann Jakob;taetigkeit_nach_austritt;;1980-01-01;;;;Bruder von oP Rudolf Georg Stamm ( 6. 1. 81 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;geburt;geboren;1909-04-12;;1909-04-12;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;tod;gestorben;;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;ausbildung;Gymnasium Basel;;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;ausbildung;Studium in Basel München Berlin;;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;ausbildung;postgraduate in Princeton / USA;;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;ausbildung;Dr. phil. Basel;1934-01-01;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;ausbildung;Schüler von H. Lüdeke;;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;taetigkeit_vor_Eintritt;PD Basel;1938-01-01;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;taetigkeit_vor_Eintritt;aoP Basel;1948-01-01;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;taetigkeit_vor_Eintritt;oP St. Gallen ( Handelshochschule );1948-01-01;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;lehrtaetigkeit_unibe;Lehrauftrag Neuere englische und amerikanische Literatur;1948-01-01;1954-01-01;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;lehrtaetigkeit_unibe;oP Englische Sprache und Literatur;1956-01-01;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;austritt_unibe;Ruf nach Basel;1960-01-01;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
1191;6.1.81;Universität;phil.-hist.;Stamm Rudolf Georg;Stamm;Rudolf Georg;taetigkeit_nach_austritt;oP Basel;1960-01-01;;;;Bruder von oP Johann Jakob Stamm ( 1. 1. 35 )
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;geburt;geboren;1914-06-09;;1914-06-09;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;tod;gestorben;;;;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;ausbildung;Gymnasium Bern;;;;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;ausbildung;Studium in Zürich ( ETH ) Bern und Genf;;;;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;ausbildung;Staatsexamen Genf;1941-01-01;;;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;ausbildung;Dr. med. Bern;1942-01-01;;;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;ausbildung;Schüler von A. von Muralt;;;;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;lehrtaetigkeit_unibe;PD Physiologie;1949-01-01;;;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;austritt_unibe;Ruf nach Homburg / Saar;1954-01-01;;;;
935;4.4.113;Universität;med.;Stämpfli Robert;Stämpfli;Robert;taetigkeit_nach_austritt;oP Universität des Saarlandes;1954-01-01;;;;
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;geburt;geboren;1767-12-29;;1767-12-29;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;tod;gestorben;1840-09-29;;;1840-09-29;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;ausbildung;Studium an der Hohen Schule Bern VDM;;;;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;taetigkeit_vor_Eintritt;Stellvertretender Professor Bern;1798-01-01;;;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;lehrtaetigkeit_unibe;Professor der Theologia Didactica;1801-01-01;1805-01-01;;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
