Dozentennummer;ProsopID;Institution;Fakultaet;Vollname;Nachname;Vorname;Typ;Beschreibung;Von;Bis;Geburt;Tod;Verwandt
259;2.1.17;Universität;christkath.-theol.;Aldenhoven Herwig Günter Otto;Aldenhoven;Herwig Günter Otto;taetigkeit_vor_Eintritt;Pfarrer in Obermumpf-Wallbach AG;;;;;
259;2.1.17;Universität;christkath.-theol.;Aldenhoven Herwig Günter Otto;Aldenhoven;Herwig Günter Otto;lehrtaetigkeit_unibe;aoP Systematische Theologie und Liturgik;1971-01-01;;;;
259;2.1.17;Universität;christkath.-theol.;Aldenhoven Herwig Günter Otto;Aldenhoven;Herwig Günter Otto;lehrtaetigkeit_unibe;oP;1975-01-01;;;;
259;2.1.17;Universität;christkath.-theol.;Aldenhoven Herwig Günter Otto;Aldenhoven;Herwig Günter Otto;akad_aemter_unibe;ff. Dekan;1976-01-01;;;;
259;2.1.17;Universität;christkath.-theol.;Aldenhoven Herwig Günter Otto;Aldenhoven;Herwig Günter Otto;austritt_unibe;-;;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;geburt;geboren;1898-06-12;;1898-06-12;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;tod;gestorben;1968-01-16;;;1968-01-16;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;ausbildung;Gymnasium in Bern;;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;ausbildung;Studium in Bern;;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;ausbildung;Diplom HLA Bern;1921-01-01;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;ausbildung;Dr. phil. Bern;1922-01-01;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;ausbildung;Schüler von Chr. Moser;;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;taetigkeit_vor_Eintritt;Sektionschef Eidg. Versicherungsamt Bern;;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;lehrtaetigkeit_unibe;aoP Versicherungslehre Wahrscheinlichkeitsrechnung und mathematische Statistik;1937-01-01;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;lehrtaetigkeit_unibe;oP;1938-01-01;;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;akad_aemter_unibe;Dekan;1942-01-01;1943-01-01;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;akad_aemter_unibe;Rektor;1952-01-01;1953-01-01;;;
1461;7.1.46;Universität;phil.-nat.;Alder Arthur;Alder;Arthur;austritt_unibe;Tod;1968-01-01;;;;
1270;6.2.31;Universität;phil.-hist.;Alföldi Andreas;Alföldi;Andreas;geburt;geboren;1895-08-27;;1895-08-27;;Schwiegervater von oP J. Deer ( 6. 1. 74 )
1270;6.2.31;Universität;phil.-hist.;Alföldi Andreas;Alföldi;Andreas;tod;gestorben;;;;;Schwiegervater von oP J. Deer ( 6. 1. 74 )
1270;6.2.31;Universität;phil.-hist.;Alföldi Andreas;Alföldi;Andreas;ausbildung;Dr. phil.;;;;;Schwiegervater von oP J. Deer ( 6. 1. 74 )
1270;6.2.31;Universität;phil.-hist.;Alföldi Andreas;Alföldi;Andreas;lehrtaetigkeit_unibe;aoP Alte Geschichte;1948-01-01;;;;Schwiegervater von oP J. Deer ( 6. 1. 74 )
1270;6.2.31;Universität;phil.-hist.;Alföldi Andreas;Alföldi;Andreas;austritt_unibe;oP Basel;1952-01-01;;;;Schwiegervater von oP J. Deer ( 6. 1. 74 )
1270;6.2.31;Universität;phil.-hist.;Alföldi Andreas;Alföldi;Andreas;taetigkeit_nach_austritt;oP Basel;;;;;Schwiegervater von oP J. Deer ( 6. 1. 74 )
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;geburt;geboren;1922-09-28;;1922-09-28;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;tod;gestorben;;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;ausbildung;Oberrealschule Solothurn;;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;ausbildung;Studium in Bern und Basel;;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;ausbildung;Dr. phil. Bern;1955-01-01;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;ausbildung;Schüler von Cadisch Rutsch Huttenlocher;;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;taetigkeit_vor_Eintritt;Erdölgeologe;;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;lehrtaetigkeit_unibe;Lektor Geologie bes. Stratigraphie spezielle Kapitel der regionalen Geologie sowie Ölgeologie;1964-01-01;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;lehrtaetigkeit_unibe;PD;1967-01-01;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;lehrtaetigkeit_unibe;aoP;1967-01-01;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;lehrtaetigkeit_unibe;oP;1976-01-01;;;;
1511;7.1.96;Universität;phil.-nat.;Allemann Franz;Allemann;Franz;austritt_unibe;-;;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;geburt;geboren;1921-01-10;;1921-01-10;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;tod;gestorben;;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;ausbildung;Lehrerseminar Solothurn;;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;ausbildung;Studium in Bern;;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;ausbildung;lic. rer. pol. Bern;1947-01-01;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;ausbildung;Dr. rer. pol. Bern;1949-01-01;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;taetigkeit_vor_Eintritt;Delegierter der Eidg. Kommission für Arbeitsbeschaffungs-und Konjunkturfragen;;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;lehrtaetigkeit_unibe;HonP Schweizerische Wirtschaftspolitik;1967-01-01;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;austritt_unibe;-;;;;;
441;3.3.12;Universität;jurist.;Allemann Hugo;Allemann;Hugo;taetigkeit_nach_austritt;aoP Zürich;1969-01-01;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;geburt;geboren;1936-10-28;;1936-10-28;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;tod;gestorben;;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;ausbildung;Gymnasium in Bern;;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;ausbildung;Studium in Bern und Paris;;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;ausbildung;Dr. med. Bern;1961-01-01;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;taetigkeit_vor_Eintritt;Assistenzarzt Bern und Interlaken;;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;taetigkeit_vor_Eintritt;Oberarzt Bern;;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;lehrtaetigkeit_unibe;PD Chirurgie speziell Thorax-;1974-01-01;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;lehrtaetigkeit_unibe;Herz-und Gefässchirurgie;;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;lehrtaetigkeit_unibe;aoP Chirurgie erworbener Herzfehler;1979-01-01;;;;
763;4.2.113;Universität;med.;Althaus Ulrich;Althaus;Ulrich;austritt_unibe;-;;;;;
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;geburt;geboren;1695-04-21;;1695-04-21;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;tod;gestorben;1758-03-18;;;1758-03-18;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;ausbildung;Hohe Schule in Bern;;;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;ausbildung;VDM Bern;1725-01-01;;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;taetigkeit_vor_Eintritt;Bibliothekar Bern;1723-01-01;;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;taetigkeit_vor_Eintritt;Ausbeutung eines Bergwerks bei Frutigen;1726-01-01;1732-01-01;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;taetigkeit_vor_Eintritt;Pfarrer in Wählern;1732-01-01;1734-01-01;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;lehrtaetigkeit_unibe;Professor der Eloquenz;1734-01-01;;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;lehrtaetigkeit_unibe;Professor der griechischen Sprache;1735-01-01;;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;akad_aemter_unibe;Rektor der Hohen Schule;1736-01-01;1739-01-01;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;akad_aemter_unibe;Praepositus der Lateinschule;1739-01-01;1746-01-01;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;akad_aemter_unibe;Praepositus des Klosters;1746-01-01;1753-01-01;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;austritt_unibe;Promotion an eine Pfarrstelle;1757-01-01;;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
70;0.0.70;Hohe Schule;Hohe Schule;Altmann Johann Georg;Altmann;Johann Georg;taetigkeit_nach_austritt;Pfarrer in Ins;1757-01-01;1758-01-01;;;Schwiegervater von Professor Samuel Anton Wilhelmi ( Nr. 83 )
262;2.2.3;Universität;christkath.-theol.;Amiet Peter;Amiet;Peter;geburt;geboren;1936-06-20;;1936-06-20;;
262;2.2.3;Universität;christkath.-theol.;Amiet Peter;Amiet;Peter;tod;gestorben;;;;;
262;2.2.3;Universität;christkath.-theol.;Amiet Peter;Amiet;Peter;ausbildung;Gymnasium in Solothurn;;;;;
262;2.2.3;Universität;christkath.-theol.;Amiet Peter;Amiet;Peter;ausbildung;Studium in Bern;;;;;
262;2.2.3;Universität;christkath.-theol.;Amiet Peter;Amiet;Peter;ausbildung;Dr. theol. Bern;1973-01-01;;;;
262;2.2.3;Universität;christkath.-theol.;Amiet Peter;Amiet;Peter;taetigkeit_vor_Eintritt;Pfarrer;;;;;
262;2.2.3;Universität;christkath.-theol.;Amiet Peter;Amiet;Peter;lehrtaetigkeit_unibe;aoP Wesen und Geschichte katholischer Einheit bes. des Altkatholizismus der östlichen Orthodoxie und der ökumenischen Bewegung;1973-01-01;;;;
262;2.2.3;Universität;christkath.-theol.;Amiet Peter;Amiet;Peter;austritt_unibe;-;;;;;
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;geburt;geboren;1883-06-01;;1883-06-01;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;tod;gestorben;1962-11-02;;;1962-11-02;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;ausbildung;Gymnasium Brixen;;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;ausbildung;Studium in Wien Innsbruck;;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;ausbildung;Dr. jur. et rer. pol. Wien;1907-01-01;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;ausbildung;Schüler von Philippovich;;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;taetigkeit_vor_Eintritt;aoP Freiburg i. Ü.;1910-01-01;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;taetigkeit_vor_Eintritt;aoP Czernowitz;1912-01-01;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;taetigkeit_vor_Eintritt;oP Prag;1920-01-01;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;taetigkeit_vor_Eintritt;Gastprof. Tokio;1926-01-01;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;lehrtaetigkeit_unibe;oP Theoretische Nationalökonomie und Finanzwissenschaft;1929-01-01;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;akad_aemter_unibe;Dekan;1934-01-01;1935-01-01;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;akad_aemter_unibe;Dekan;1943-01-01;1944-01-01;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;akad_aemter_unibe;Rektor;1949-01-01;1950-01-01;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
310;3.1.51;Universität;jurist.;Amonn Alfred;Amonn;Alfred;austritt_unibe;Ruhestand;1953-01-01;;;;Vater von aoP Kurt Amonn ( 3. 2. 59 )
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;geburt;geboren;1917-09-09;;1917-09-09;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;tod;gestorben;;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;ausbildung;Gymnasium in Bern;;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;ausbildung;Studium in Bern;;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;ausbildung;Fürsprecher Bern;1943-01-01;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;ausbildung;Dr. jur. Bern;1957-01-01;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;taetigkeit_vor_Eintritt;Eidg. Justizabteilung;;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;taetigkeit_vor_Eintritt;Sekretär am bernischen Obergericht;;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;taetigkeit_vor_Eintritt;Eidg. Steuerverwaltung;;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;taetigkeit_vor_Eintritt;Rechtskonsulent der Generaldirektion der Schweizerischen Volksbank;;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;lehrtaetigkeit_unibe;Lehrauftrag Schuldbetreibungs-und Konkursrecht;1964-01-01;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;lehrtaetigkeit_unibe;PD;1965-01-01;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;lehrtaetigkeit_unibe;aoP;1970-01-01;;;;
412;3.2.59;Universität;jurist.;Amonn Kurt;Amonn;Kurt;austritt_unibe;-;;;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );geburt;geboren;;;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );tod;gestorben;1590-03-08;;;1590-03-08;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );ausbildung;Studium an den Hohen Schulen Bern und Zürich und an der Universität Marburg VDM Bern;;;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );taetigkeit_vor_Eintritt;Schulmeister in Zofingen;1560-01-01;1566-01-01;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );taetigkeit_vor_Eintritt;Schulmeister in Bern;1566-01-01;1573-01-01;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );lehrtaetigkeit_unibe;Professor der hebräischen und der griechischen Sprache;1573-01-01;;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );lehrtaetigkeit_unibe;Professor der griechischen Sprache und Theologie;1574-01-01;;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );lehrtaetigkeit_unibe;Professor der griechischen Sprache;1575-01-01;;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );lehrtaetigkeit_unibe;Professor der Theologie;1578-01-01;;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );akad_aemter_unibe;Praepositus des Klosters;1573-01-01;1590-01-01;;;
15;0.0.15;Hohe Schule;Hohe Schule;Amport Christian ( ad Portum );Amport;Christian ( ad Portum );austritt_unibe;Tod;1590-01-01;;;;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;geburt;geboren;1826-06-27;;1826-06-27;;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;tod;gestorben;1913-09-17;;;1913-09-17;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;ausbildung;Tierarzneischule Berlin;;;;;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;ausbildung;Staatsexamen Berlin;1848-01-01;;;;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;ausbildung;Dr. med. vet. Giessen;1869-01-01;;;;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;taetigkeit_vor_Eintritt;Prof. für Tierheilkunde Landwirtschaftl. Hochschule Hohenheim und Kreistierarzt Marbach ( Preussen );;;;;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;lehrtaetigkeit_unibe;oP Pathologische Anatomie allgemeine und spezielle Pathologie;1872-01-01;;;;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;austritt_unibe;Departementstierarzt Düsseldorf;1876-01-01;;;;
1042;5.1.8;Universität;med.-vet.;Anacker Hermann Heinrich Eduard;Anacker;Hermann Heinrich Eduard;taetigkeit_nach_austritt;Departementstierarzt Düsseldorf;;;;;
939;4.4.117;Universität;med.;Andina Fritz;Andina;Fritz;geburt;geboren;1905-08-24;;1905-08-24;;
939;4.4.117;Universität;med.;Andina Fritz;Andina;Fritz;tod;gestorben;;;;;
939;4.4.117;Universität;med.;Andina Fritz;Andina;Fritz;ausbildung;Gymnasium in München;;;;;
939;4.4.117;Universität;med.;Andina Fritz;Andina;Fritz;ausbildung;Studium in Bern;;;;;
939;4.4.117;Universität;med.;Andina Fritz;Andina;Fritz;ausbildung;Staatsexamen Bern;1933-01-01;;;;
939;4.4.117;Universität;med.;Andina Fritz;Andina;Fritz;ausbildung;Dr. med. Bern;1936-01-01;;;;
939;4.4.117;Universität;med.;Andina Fritz;Andina;Fritz;lehrtaetigkeit_unibe;PD Chirurgie;1956-01-01;;;;
939;4.4.117;Universität;med.;Andina Fritz;Andina;Fritz;austritt_unibe;;1975-01-01;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;geburt;geboren;1788-01-01;;1788-01-01;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;tod;gestorben;1863-10-06;;;1863-10-06;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;ausbildung;Tierarztlehre bei einem Tierarzt in Leuzingen;;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;ausbildung;Akademie Bern;;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;ausbildung;nach Staatsexamen Studien in Berlin Wien München;;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;ausbildung;Staatsexamen Bern;1811-01-01;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;ausbildung;Schüler von Ludwig Emmert;;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;lehrtaetigkeit_unibe;Lehrer der Tierheilkunde ( Akademie );1816-01-01;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;lehrtaetigkeit_unibe;aoP ( Akademie );1831-01-01;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;lehrtaetigkeit_unibe;aoP Tierheilkunde;1834-01-01;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;lehrtaetigkeit_unibe;oP;1863-01-01;;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;akad_aemter_unibe;Vorsteher des Tierspitals ( Tierarzneischule );1834-01-01;1857-01-01;;;
1036;5.1.2;Universität;med.-vet.;Anker Matthias;Anker;Matthias;austritt_unibe;Tod;1863-01-01;;;;
282;3.1.23;Universität;jurist.;Appleton Charles;Appleton;Charles;geburt;geboren;;;;;
282;3.1.23;Universität;jurist.;Appleton Charles;Appleton;Charles;tod;gestorben;;;;;
282;3.1.23;Universität;jurist.;Appleton Charles;Appleton;Charles;ausbildung;Dr.;;;;;
282;3.1.23;Universität;jurist.;Appleton Charles;Appleton;Charles;taetigkeit_vor_Eintritt;Advokat beim Gericht in Charolles ( Saône-et-Loire );;;;;
282;3.1.23;Universität;jurist.;Appleton Charles;Appleton;Charles;lehrtaetigkeit_unibe;oP Französisches Recht;1872-01-01;;;;
282;3.1.23;Universität;jurist.;Appleton Charles;Appleton;Charles;austritt_unibe;Ruf nach Lyon;1875-01-01;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;geburt;geboren;1880-09-23;;1880-09-23;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;tod;gestorben;1943-01-30;;;1943-01-30;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;ausbildung;Gymnasium Zürich;;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;ausbildung;Studium Zürich Berlin;;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;ausbildung;Diplom HLA Zürich;1904-01-01;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;ausbildung;Dr. phil. Zürich;1905-01-01;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;ausbildung;Schüler von A. Heim;;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;taetigkeit_vor_Eintritt;PD Universität und ETH Zürich;1908-01-01;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;lehrtaetigkeit_unibe;aoP Geologie mit bes. Berücksichtigung der Schweiz;1914-01-01;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;lehrtaetigkeit_unibe;oP;1916-01-01;;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;akad_aemter_unibe;Dekan;1923-01-01;1924-01-01;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;akad_aemter_unibe;Dekan;1935-01-01;1936-01-01;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;akad_aemter_unibe;Rektor;1932-01-01;1933-01-01;;;
1450;7.1.35;Universität;phil.-nat.;Arbenz Paul Ernest;Arbenz;Paul Ernest;austritt_unibe;Tod;1943-01-01;;;;
1512;7.1.97;Universität;phil.-nat.;Arm Hans Heinrich;Arm;Hans Heinrich;geburt;geboren;1929-06-24;;1929-06-24;;
1512;7.1.97;Universität;phil.-nat.;Arm Hans Heinrich;Arm;Hans Heinrich;tod;gestorben;;;;;
